# element i xi w x mat
1 127 0.12495859740231113 7.9548220932873048e-05 2.3437189480517331 1
1 128 0.12566244156302186 0.0012727715349259688 2.3442468311722662 1
1 129 0.12846406105792296 0.0029181339346241249 2.3463480457934418 1
1 130 0.13339804985076054 0.0044605552351168589 2.3500485373880702 1
1 131 0.14028722447781233 0.0058419830276031561 2.3552154183583593 1
1 132 0.14888273472483476 0.0070123119757770479 2.3616620510436261 1
1 133 0.1588739513964233 0.0079292118466407664 2.3691554635473175 1
1 134 0.1698997780762963 0.0085595350802308116 2.3774248335572223 1
1 135 0.18156171813514765 0.0088804973650813586 2.3861712886013606 1
1 136 0.19343828186485235 0.0088804973650813586 2.3950787113986394 1
1 137 0.2051002219237037 0.0085595350802308116 2.4038251664427777 1
1 138 0.2161260486035767 0.0079292118466407664 2.4120945364526825 1
1 139 0.22611726527516524 0.0070123119757770479 2.4195879489563739 1
1 140 0.23471277552218769 0.0058419830276031561 2.4260345816416407 1
1 141 0.24160195014923949 0.0044605552351168589 2.4312014626119298 1
1 142 0.24653593894207704 0.0029181339346241249 2.4349019542065582 1
1 143 0.24933755843697814 0.0012727715349259688 2.4370031688277338 1
1 144 0.25132488312604373 0.0025455430698519375 2.4384936623445328 1
1 145 0.25692812211584592 0.0058362678692482498 2.4426960915868845 1
1 146 0.26679609970152107 0.0089211104702337177 2.4500970747761408 1
1 147 0.28057444895562467 0.011683966055206312 2.4604308367167187 1
1 148 0.29776546944966953 0.014024623951554096 2.4733241020872518 1
1 149 0.31774790279284659 0.015858423693281533 2.4883109270946346 1
1 150 0.33979955615259261 0.017119070160461623 2.5048496671144447 1
1 151 0.36312343627029531 0.017760994730162717 2.5223425772027213 1
1 152 0.38687656372970469 0.017760994730162717 2.5401574227972787 1
1 153 0.41020044384740739 0.017119070160461623 2.5576503328855553 1
1 154 0.43225209720715341 0.015858423693281533 2.5741890729053654 1
1 155 0.45223453055033047 0.014024623951554096 2.5891758979127482 1
1 156 0.46942555104437539 0.011683966055206312 2.6020691632832813 1
1 157 0.48320390029847898 0.0089211104702337177 2.6124029252238592 1
1 158 0.49307187788415408 0.0058362678692482498 2.6198039084131155 1
1 159 0.49867511687395627 0.0025455430698519375 2.6240063376554672 1
1 160 0.50264976625208746 0.0050910861397038751 2.6269873246890656 1
1 161 0.51385624423169185 0.0116725357384965 2.635392183173769 1
1 162 0.53359219940304214 0.017842220940467435 2.6501941495522816 1
1 163 0.56114889791124933 0.023367932110412624 2.6708616734334369 1
1 164 0.59553093889933906 0.028049247903108192 2.6966482041745046 1
1 165 0.63549580558569319 0.031716847386563066 2.7266218541892702 1
1 166 0.67959911230518522 0.034238140320923247 2.7596993342288889 1
1 167 0.72624687254059062 0.035521989460325434 2.794685154405443 1
1 168 0.77375312745940938 0.035521989460325434 2.830314845594557 1
1 169 0.82040088769481478 0.034238140320923247 2.8653006657711111 1
1 170 0.86450419441430681 0.031716847386563066 2.8983781458107298 1
1 171 0.90446906110066094 0.028049247903108192 2.9283517958254954 1
1 172 0.93885110208875078 0.023367932110412624 2.9541383265665631 1
1 173 0.96640780059695797 0.017842220940467435 2.9748058504477184 1
1 174 0.98614375576830815 0.0116725357384965 2.989607816826231 1
1 175 0.99735023374791254 0.0050910861397038751 2.9980126753109344 1
